"timestamp","coder_id","paper_id","year_pub","author","C1_biodiv","C2_meta","C3_quant","C4_study","meet_all_4","sup_check","comments","further_discuss","explicit_distant_impacts","explain_distant_impacts","status"
2020-05-15 11:50:26,"E_Dean","5032",2019,"Scheele","Amphibians","Spread of the infectious disease ""Chytridiomycosis""","Abundances of amphibians","Study integrates laboratory, experimental, and field data to assess declines in amphibian species- like a review, but with actual data.","No","Yes","","No","No","It is noted that the disease is spread by human means but the role of humans in spreading the disease is not quantified.","reject"
2020-04-30 21:36:38,"M_Lei","5057",2019,"Simms",NA,"colonisation of post-fire fauna",NA,"Observational study","No","No","","No","No","","reject"
2020-04-29 15:49:28,"A_Torres","5077",2019,"Roy",NA,"Invasive species",NA,"Horizon scanning to make a list of invasive species","No","No","","","","","reject"
2020-04-29 11:37:04,"C_Hovis","5085",2019,"Vogdrup-Schmidt",NA,"Investment",NA,"Observational study","No","No","Reject, does not assess biodiversity (donation factors for conservation)","No","","","reject"
2020-04-05 16:59:13,"X_Wu","5107",2019,"Nagy","Protected and adventive plant species","Tourism","Species","Observational study","No","Yes","This paper didn't analyze the human-nature interactions.","","","","reject"
2020-04-29 15:51:49,"A_Torres","5117",2019,"Liu",NA,"Invasive species",NA,"Simulation or Forecasting study (does not qualify for coding)","No","No","","","","","reject"
2020-04-05 11:56:16,"X_Wu","5129",2019,"Li","Shorebirds",NA,"Abundance","Observational study","No","No Supplementary Material Provided","Only focused on land use, no external process was mentioned","","","","reject"
2020-04-29 13:36:41,"C_Hovis","5148",2019,"Garcia","Fish","na","ABUNDANCE","Observational study","No","No","Reject, study is inventory of fish spp, not TC impact assessed","No","","","reject"
2020-04-05 12:11:15,"X_Wu","5181",2019,"Wyckhuys",NA,"Species invasion; trade",NA,"Observational study","No","Yes","Just focused on deforestation, didn't measure biodiversity","","","","reject"
2020-04-06 14:55:16,"X_Wu","5224",2019,"Cao",NA,NA,NA,"Observational study","No","No Supplementary Material Provided","This paper is not in English, and is not about metacoupling.","","No","","reject"
2020-03-19 10:09:37,"A_Herzberger","5245",2018,"Aizen"," native Patagonian bumblebee, Bombus dahlbomii, population","international trade of invasive bumblebee ","# of invasive imported bees ","policy direction","No","Yes","","","","","reject"
2020-05-11 21:10:36,"E_Xing","5270",2019,"Xu","fish fauna","dams","richness of migratory fish","Review","No","No Supplementary Material Provided","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-05 12:15:44,"X_Wu","5273",2019,"Hu","Animial","Tourism",NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject"
2020-04-05 13:03:04,"X_Wu","5336",2018,"Bennett","Migratory birds",NA,"Abundance, richness","Observational study","No","Yes","Just focused on different land cover types, no external process was mentioned.","","","","reject"
2020-06-15 13:29:16,"A_Herzberger","5358",2018,"Rocha","amphibians","climate change","#","Observational study","No","Yes","","","No","","reject"
2020-04-30 21:39:39,"M_Lei","5371",2018,"Putra","No","Numerous freshwater crayfish species are known to become successful invaders when introduced to new territories.",NA,"Review (not qualified for coding)","No","No","","No","Yes","","reject"
2020-05-19 21:12:54,"X_Wu","5376",2018,"Monti",NA,"Tourism",NA,"Observational study","No","No","This paper is about breeding performance of osprey, not biodiversity.","","","","reject"
2020-05-21 14:01:39,"C_Hovis","5437",2018,"RUMSCHLAG",NA,NA,NA,"Observational study","No","No Supplementary Material Provided","pesticide use not liked with apparent distant impact that impacts disease prevalence","","","","reject"
2020-05-11 21:26:29,"E_Xing","5445",2018,"Duden","potential species richness","wood pellet exports from the United States","potential species richness for total, threatened and endemic species and four taxonomic groups","Modeling study","No","No","This is a projecting research.","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-14 12:11:15,"E_Dean","5493",2018,"Gavioli","Riverine fish communities","No external process identified","Fish community composition","Observational study","No","Yes","","","","","reject"
2020-04-27 17:05:34,"K_Kapsar","5497",2018,"Reljic","Brown bears","Transboundary management?","Modeled outcomes on bear population size..","Modeling study (using empirical data and not projected)","No","No","The authors model the impacts of hunting on brown bear populations in Croatia and Slovenia. In particular, they test the impact of modeling the bears as two separate populations or just one population on the outcomes of the model. ","Yes","No","","reject"
2020-04-28 15:49:24,"C_Hovis","5531",2012,"Emde","Fish and inverts",NA,"various","Observational study","No","No Supplementary Material Provided","Reject, does not assess invasive spp impact on native bd ","","","","reject"
2020-04-29 14:55:22,"K_Kapsar","5572",2012,"Pretto","Non-native species","Tourism",NA,"Observational study","No","No","","No","No","","reject"
2020-04-05 14:34:42,"E_Dean","5576",2012,"Chiu","Fish communities ","Species invasion","Fish abundance","Observational study","No","No Supplementary Material Provided","","No","No","The authors only discuss the invasion of a fish species due to angler introductions in Taiwan, however, it is not clarified how this is a metacoupling process (e.g. where is the species from?)","reject"
2020-06-18 12:00:58,"A_Herzberger","5586",2012,"Rocha","paper is in Portuguese ","tourism",NA,"Observational study","No","No","paper is in Portuguese ","","No","","reject"
2020-04-30 19:02:23,"M_Lei","5589",2012,"Norfolk","arthropod biodiversity within runoff agroforestry","technique","Average arthropod abundance, species richness and simpson diversity.","Observational study","No","No","","Yes","No","Use a technique known as runoff agroforestry to capture rainwater and increase the agricultural potential of the arid landscape","reject"
2020-04-30 13:34:19,"Y_Zhang","5621",2012,"Zhang",NA,NA,NA,NA,"No","No","Chinese language","No","No","","reject"
2020-03-19 11:53:21,"MG_Chung","5640",2012,"Cocca","NA; landscape changes (forest and agricultural areas)","the loss of agricultural areas due to reafforestation in the Estern Italian Alps","NA; land use changes using the land use/cover data","Data analysis (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject"
2020-05-19 16:49:56,"X_Wu","5649",2012,"Crump","Microbial diversity",NA,"Species richness","Observational study","No","No","This paper is about inoculation, not telecoupling.","","","","reject"
2020-05-28 13:46:11,"A_Herzberger","5661",2012,"AUGER-ROZENBERG","tree damage ","exotics ","percent trees damaged","Observational study","No","No","","","","","reject"
2020-05-28 15:20:32,"K_Kapsar","5686",2012,"Cagod","Birds","Unclear ","species richness, abundance, number of endemic species","Observational study","No","No","The authors measured bird biodiversity in palm oil plantations of different ages, but did not have a natural area for comparison. Furthermore, the introduction specifically discusses the Philippines goal to be self sufficient with palm oil, thus implying that this palm oil is not for export. However, if the CHANS boundary were to be drawn at the sub-national scale, this could be considered a peri-coupling... ","Yes","No","","reject"
2020-05-19 16:54:18,"X_Wu","5687",2012,"Thomas","Invertebrate species",NA,"Species richness","Observational study","No","No","This paper is about protected areas, not telecoupling","","","","reject"
2020-03-19 12:01:35,"MG_Chung","5697",2012,"Kuvan","NA; forest area","the impacts of mass tourism development on forests and focuses on deforestation and forest fragmentation","NA; the number of trees cut (not specific tree species)","Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject"
2020-04-29 15:56:16,"A_Torres","5721",2012,"Klauco",NA,"Tourism","Landscape fragmentation","Modeling study (using empirical data and not projected)","No","No","This article finds that tourism leads to landscape fragmentation, however as demonstrated by Fahrig'sr reviews the effect of fragmentation on biodiversity is not necessarily negative, so we cannot take landscape fragmentation as a surrogate to conclude anything on biodiversity trends.","","","","reject"
2020-04-27 17:05:00,"C_Hovis","5742",2012,"Silva",NA,"tourism","abundance/biomass","Observational study","No","No Supplementary Material Provided","Reject b/c technically algae are not in plant or animal kingdoms","","","","reject"
2020-05-28 15:28:33,"K_Kapsar","5752",2012,"Rosin","Birds","Migration","Unclear","Observational study","No","No","This manuscript presents and analysis of the preferred habitat types for migratory geese. While the geese themselves are migratory, there is no human-instigated flow from outside the system. ","No","No","Migration of geese, ","reject"
2020-04-28 17:09:09,"M_Lei","5780",2012,"Lenzen","International trade threats number of species","International trade","species threaten","Review (not qualified for coding)","No","Yes","This article can be used as a literature review","No","Yes","","reject"
2020-04-06 16:20:12,"X_Wu","5781",2012,"Binet","Fish stock","Migration of fishers",NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","This paper focuses on fish stocks rather than biodiversity.","","","","reject"
2020-04-29 16:05:01,"A_Torres","5818",2012,"Soto","Plants and animals","International trade (corn)","land cover change","Not proper analysis. Only presents changes in land-cover by states, but it does not analyze impacts on biodiversity","No","No Supplementary Material Provided","","","","","reject"
2020-05-28 15:33:56,"K_Kapsar","5826",2012,"Altay","Plant species","Tourism mentioned, but not analyzed","species richness","Observational study","No","No","","No","No","","reject"
2020-05-12 13:02:26,"E_Xing","5828",2012,"Regueira","didn't discuss","bird trade","didn't discuss","Observational study","No","No","only accessing the quantity of bird trade, didn't discuss the effect on biodiversity","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-05-12 13:37:05,"E_Xing","5848",2012,"Morrison","Sago Palm, Metroxylon vitiense, in Fiji","recovery plan of M. vitiense in Fiji","no","Review","No","No Supplementary Material Provided","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-05-28 15:46:21,"K_Kapsar","5893",2012,"Muehlenbein","Orangutans","Tourist visitation",NA,"Observational study","No","No","","No","No","Tourists were implied to come from distant locations to see the orangutans in the wild. ","reject"
2020-04-27 17:11:15,"K_Kapsar","5899",2012,"Moorman","bird and arthropod biodiversity",NA,"abundance","Observational study","No","No","","No","No","","reject"
2020-05-19 21:18:22,"X_Wu","5944",2012,"Khan","Aquatic biodiversity",NA,"Species","Observational study","No","No","This paper is about pollution, not telecoupling.","","","","reject"
2020-03-19 12:54:42,"MG_Chung","5945",2012,"Dupain","animal carcass numbers and species","test if mean body mass, species richness, and rarity of the mammal species brought to the market were predicted by with anthropogenic pressures in the catchment areas from which the animals originated","mean body mass, species richness, and rarity of the mammal species in the market","Modeling study (using empirical data and not projected)","No","Yes","This study's causal directions were not matched with our project. They focused on the impacts of anthropogenic pressures (e.g., fire, human population density, transport road density, and cropland) in the catchment areas on the animal carcass numbers and species in the Basankusu market. (not the impacts of bushmeat demands on biodiversity in the catchment)","","","","reject"
2020-05-29 23:07:43,"Y_Li","5955",2011,"Zhang"," montane meadow","tourism","Species richness, heterogeneity, evenness","Experimental study","No","No Supplementary Material Provided","","No","Yes","","reject"
2020-05-12 13:56:03,"E_Xing","5963",2012,"Jamoneau","beta-diversity of habitat specialists in foreset","no metacoupling","beta-diversity","Observational study","No","No Supplementary Material Provided","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-27 17:13:33,"K_Kapsar","5972",2012,"Houdet",NA,NA,NA,"Economic survey","No","No","","No","No","","reject"
2020-04-30 17:34:02,"K_Kapsar","5980",2012,"Ortega","clams","None","landings of clams","Modeling study (using empirical data and not projected)","No","No","This paper looked really good -- examining the relationship between market prices and clam abundance. However, clam abundance of M. donacium was measured in landings (not an abundance metric), and actual abundance measures of M. mactroides were not evaluated in relationship to market price. ","No","No","","reject"
2020-04-30 09:39:41,"E_Dean","5982",2012,"Kaisanlahti-Jokimaki","Bird communities","Tourism","Bird abundance and diversity","Used a study with artificial nests which may fall under ""simulation""","No","Yes","","No","No","Authors mentioned tourism but did not identify relationship between biodiversity and external places/processes affecting biodiversity","reject"
2020-04-11 16:17:14,"E_Dean","6004",2012,"Bodis","Riverine fauna","Species invasion","No biodiversity metric","Review (not qualified for coding)","No","Yes","","","","","reject"
2020-03-19 16:03:00,"MG_Chung","6024",2012,"R.","the floristic diversity of the montane forest",NA,"alpha diversity; beta diversity","Observational study","No","No Supplementary Material Provided","Although they mentioned the impacts of tourism activities on floristic diversity, their main text focused on the floristic diversity of the montane forest of Western Ghats of India. There is no metacoupling processes.","","","","reject"
2020-04-30 21:01:31,"Y_Zhang","6055",2012,"Menon","Migratory birds","Urbanization impact on migratory birds","Unclear (no quantitative metrics measured)","Review (not qualified for coding)","No","No Supplementary Material Provided","","No","No","","reject"
2020-04-27 17:19:51,"K_Kapsar","6174",2012,"Loureiro","All","Tourism","? ","Modeling study (using empirical data and not projected)","No","No","This paper is backwards! It looks at the impacts of biodiversity on tourism. I.e., does a more biodiverse landscape attract more tourists? ","No","Yes","","reject"
2020-05-12 14:09:29,"E_Xing","6185",2012,"KOSNAR","area-use pattern of wild ungulates (red deer and roe deer)","tourism","area-use pattern of wild ungulates (red deer and roe deer)","Observational study","No","No Supplementary Material Provided","not in English","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-27 16:40:58,"A_Herzberger","6202",2011,"Kusum",NA,"climate change ",NA,"Observational study","No","No","","","","","reject"
2020-04-05 15:49:33,"E_Dean","6236",2016,"Pickering","Plant communities","Does not seem to be a metacoupling?","Plant species composition and richness","Observational study","No","No Supplementary Material Provided","","No","No","Discuss mountain-biking but not in the context of tourism","reject"
2020-04-28 23:41:41,"M_Lei","6276",2011,"Field","impacts of residual salmon-derived nutrients on estuarine breeding bird richness and eveness","salmon migration","Shannon's index and  simpson's index","Observational study","No","Yes","","Yes","No","Pacific salmon (Oncorhynchus spp.) returning to streams around the North Pacific Rim provide a nutrient subsidy to these ecosystems， which means the fish flow.","reject"
2020-05-29 23:22:35,"Y_Li","6283",2011,"Marini","forest","trade"," species richness","Observational study","No","No Supplementary Material Provided","","No","Yes","trade","reject"
2020-04-27 17:22:16,"K_Kapsar","6342",2011,"Adetutu","Fungus ","Tourism",NA,"Observational study","No","No","","No","Yes","","reject"
2020-03-19 16:11:52,"MG_Chung","6351",2011,"Lisi","Blowflies & Angelica","NA;","NA; isotope experiments","Observational study","No","No Supplementary Material Provided","This study focused on the effect of natural migration of salmon and their interactions with blowflies and angelica.","","","","reject"
2020-04-29 16:37:32,"A_Torres","6359",2011,"Airoldi","Mussels and oysters",NA,"cover","Observational study","No","No","The possible link with tourism is just too weak here","","","","reject"
2020-04-30 21:20:38,"Y_Zhang","6373",2011,"Leon","Ground finch","Unclear ","Unclear","Observational study","No","Yes","It is a study of animal morphology about bird peak and seed hardness...","No","No","","reject"
2020-04-30 09:24:21,"E_Dean","6406",2011,"Lucas-Borja","Plant communities","Tourism, however this is briefly mentioned and not connected to any external process or place.","Plant cover and diversity","Observational study","No","Yes","","No","No","Authors describe tourism but there is no link to external processes.","reject"
2020-05-13 22:52:31,"E_Xing","6418",2011,"Zeng","plant species richness, diversity, and composition","no metacoupling","plant species richness, diversity, and composition","Observational study","No","Yes","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-03-19 18:07:29,"MG_Chung","6426",2011,"Katdare","Gharial (Gavialis gangeticus)","NA; the relationships between the number of water pumps and gharial numbers","the number of gharials","Observational study","No","No Supplementary Material Provided","Although their abstract mentioned the possible impacts of tourism on gharials, they did not measure such impacts but just mentioned their potential hypothesis.","","","","reject"
2020-03-19 20:23:48,"MG_Chung","6459",2011,"Accogli","the tardigrade fauna","NA; the different kinds of sediments and their roles for the tardigrade fauna","species diversity, density, and relative abundance","Observational study","No","No Supplementary Material Provided","","","","","reject"
2020-04-01 08:03:04,"A_Herzberger","6515",2011,"Youm","invasive species ","trade","its a review ","Review (not qualified for coding)","No","No Supplementary Material Provided","","No","Yes","","reject"
2020-03-20 14:56:00,"MG_Chung","6535",2011,"Singh","alien fish species","the impacts of alien species (through the aquaculture and aquarium trade) on aquatic biodiversity","the occurrences of alien fish species","Review (not qualified for coding)","No","No Supplementary Material Provided","Although this study is a review paper, they showed the impacts of alien fish species (via trade) on indigenous species. Table 3 (row with competition with local species) shows a general relationship of each alien species. In page 9 (right bottom paragraph), they showed several papers about the impact assessments of tilapia on some indigenous species.","Yes","Yes","This paper is a review of the outcomes of our efforts over the past 10 years to generate field data on alien fish species in India and to assess their potential impacts, in terms of both benefits and risks regarding aquatic biodiversity.","reject"
2020-05-28 17:05:49,"K_Kapsar","6634",2011,"Aslan","birds","NA (tourism mentioned as a threat, but not actually evaluated)","Species richness","Observational study","No","No","","No","No","","reject"
2020-04-30 22:08:54,"M_Lei","6649",2011,"Madhoo","No","Fish imports",NA,"Modeling study (using empirical data and not projected)","No","No","","No","No","","reject"
2020-04-30 21:21:40,"Y_Zhang","6654",2011,"Marin-Espinoza",NA,NA,NA,NA,"No","No Supplementary Material Provided","Language other than English","No","No","","reject"
2020-04-02 14:51:41,"A_Torres","6655",2011,"Salvador","Large mammals","ecotourism, but it does not really assess the effects of ecoutourism","species richness and habitat","Observational study","No","No Supplementary Material Provided","It does not assess differences between touristic and non touristic areas, the authors only discuss it. ","No","Yes","tourism exploited area, though do NOT specify from where the tourists come from","reject"
2020-04-02 22:00:48,"MG_Chung","6655",2011,"Salvador","large mammals","ecotourism","species richness; species composition","Observational study","No","No Supplementary Material Provided","","No","No","They simply measured species richness and composition between tourism trails and pristine forests. There are no actual tourism impacts (or human dimensions).","reject"
2020-03-19 18:45:09,"X_Wu","6655",2011,"Salvador","Species richness","Eco-tourism","Species richness","Observational study","No","No Supplementary Material Provided","Exclude","","","","reject"
2020-03-17 16:29:36,"Y_Dou","6655",2011,"Salvador","Species richness in eco-tourium sites","mammals' diversity along a 123 km transect ","species richness","Observational study","No","No Supplementary Material Provided","should be excluded.","","","","reject"
2020-03-17 19:17:16,"Y_Zhang","6655",2011,"Salvador","Species richness and composition","Ecotourism impact on species richness, abundance, migration?","Species richness","Observational study","No","No Supplementary Material Provided","Not really talked about ecotourism impact on species richness, but only compare different sites in dry and wet seasons","","","","reject"
2020-05-29 12:09:02,"A_Herzberger","6682",2011,"Lindsell","mammals ","NA: civil war","yes ","Observational study","No","No","","","","","reject"
2020-05-14 00:48:56,"E_Xing","6723",2011,"Keller","many","Invasive species","biodiversity of native species and habit","Review","No","No Supplementary Material Provided","It is an important review. Suggest to have a look when analyzing","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-27 16:27:57,"C_Hovis","6724",2011,"Keller",NA,"invasive spp",NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","Review of invasive spp establishment, reject","","","","reject"
2020-04-27 17:27:09,"K_Kapsar","6799",2011,"Jeeva","macroinvertebrates and fish","NA (proposed dam)","Percentage of total assemblage","Observational study","No","No","","No","No","","reject"
2020-04-30 18:10:22,"M_Lei","6868",2010,"Cobo","No","non-indigenous freshwater species records",NA,"Modeling study (using empirical data and not projected)","No","No Supplementary Material Provided","","No","No","","reject"
2020-05-14 00:53:45,"E_Xing","6969",2011,"KIMMEL","mesozooplankton biomass, abundance and size","no","mesozooplankton biomass, abundance and size","Observational study","No","No","published at 2010, no metacoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-30 21:57:35,"Y_Zhang","7011",2010,"Yasue","Fish","Presence of marine protected areas impact on fish abundance, size, and diversity","[perception of] fish abundance, size, and diveristy","Observational study","No","No Supplementary Material Provided","This is study is based on surveys of human perception of fish abundance, size, and diversity, not a direct measurement on those parameters. I am not sure if we should include this paper or not [I am leaning towards NO, thoughts?]","Yes","Yes","MPA impact on fish abundance, size, and diversity","reject"
2020-05-28 17:13:19,"K_Kapsar","7021",2010,"Scheerer","Oregon chub","potentially policy? ","projected change in habitat ","Simulation or Forecasting study (does not qualify for coding)","No","No","","No","No","","reject"
2020-05-29 23:33:49,"Y_Li","7039",2010,"FORD","bird","na","abundance","Observational study","No","No Supplementary Material Provided","not relevant to MC. Reject.","","","","reject"
2020-04-29 11:44:42,"C_Hovis","7049",2010,"Brock",NA,NA,NA,"Simulation or Forecasting study (does not qualify for coding)","No","No Supplementary Material Provided","Reject, simulation with no empirical data","","","","reject"
2020-05-29 13:02:27,"A_Herzberger","7069",2010,"ASWANI","coral reefs","NA: local fishing ","habitat quality ","Observational study","No","No","","","","","reject"
2020-05-29 16:14:00,"A_Herzberger","7091",2010,"Keleman","NA: crop diversity ","trade agreement ",NA,"Observational study","No","No","","","","","reject"
2020-03-20 15:13:52,"MG_Chung","7138",2010,"Algimantas","nine species of gulls","NA; an analysis of spring migration of nine species of gulls","species abundance","Observational study","No","No Supplementary Material Provided","","No","No","This study's abstract mentioned that they contained the main information about environmental and anthropogenic factors affecting abundance of gulls breeding in the Baltic Sea Region. However, they just showed previous papers regarding the lists of anthropogenic factors (e.g., food availability for gulls from urban wastes and fishing rejects). They did NOT quantify the impacts of anthropogenic factors on the abundance of gulls breeding.","reject"
2020-04-29 18:08:54,"A_Torres","7153",2010,"Kostoski",NA,"invasive species and tourism",NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject"
2020-04-30 18:43:57,"M_Lei","7256",2010,"Rajwar","No","No","No","Simulation or Forecasting study (does not qualify for coding)","No","No Supplementary Material Provided","","No","No","","reject"
2020-04-05 13:08:03,"X_Wu","7311",2010,"Bendix","Tropical mountain rainforest",NA,NA,"Modeling study (using empirical data and not projected)","No","No Supplementary Material Provided","This paper is about climate change, not metacoupling","","","","reject"
2020-04-30 20:36:15,"Y_Zhang","5010001",2018,"Aune","marine mammals and sea birds","Oil and gas exploration impact on marine mammals and sea birds","Unclear (no quantitative metrics measured)","Observational study","No","No Supplementary Material Provided","","No","No","","reject"
2020-03-17 20:04:58,"E_Xing","5010002",2011,"Py�ek","alien species richness","no","alien species richness","Observational study","No","No","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
