"timestamp","paper_id","taxa","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","coder_id","entry"
2020-03-31 12:30:37,1551,"Invertebrates","26","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)","","","","Seasonal","Unclear","FALSE","","Density of Scolelepis sp.","A_Torres","26"
2020-03-31 14:08:20,1590,"Plants/trees/shrubs","1","Functional","","Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","","","Annual","Positive (beneficial)","TRUE","0.02","Number of standing dead trees-Savannah","A_Torres","1"
2020-03-31 14:09:14,1590,"Plants/trees/shrubs","2","Functional","","","Amount (e.g. land use change from non-habitat to habitat)","","Annual","Positive (beneficial)","TRUE","0","Area with large trees-Savannah","A_Torres","2"
2020-03-31 14:09:52,1590,"Plants/trees/shrubs","3","Functional","","Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","","","Annual","Negative (detrimental)","FALSE","","Number of standing dead trees-Chesapeake","A_Torres","3"
2020-03-31 14:10:30,1590,"Plants/trees/shrubs","4","Functional","","","Amount (e.g. land use change from non-habitat to habitat)","","Annual","Positive (beneficial)","TRUE","0","Area with large trees-Chesapeake","A_Torres","4"
2020-03-31 14:43:05,1821,"Birds, Mammals, Reptiles, Invertebrates, Plants/trees/shrubs","1","Taxonomic","","Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","","","Annual","Negative (detrimental)","Not evaluated","","Mean Species Abundance (MSA) per ha per year","A_Torres","1"
2020-03-31 13:58:24,2253,"Invertebrates","1","Taxonomic",NA,"created an index of coral health",NA,"Gamma (across all sites)","1 month sampling period across 18 sites","Neutral (only when there is absolutely no difference in metrics)","TRUE","","","A_Herzberger","1"
2020-04-01 08:52:02,2546,"Birds","1","Taxonomic",NA,"",NA,"Gamma (across all sites)","Annual","Neutral (only when there is absolutely no difference in metrics)","TRUE","0.07","","A_Herzberger","1"
2020-04-01 08:52:48,2546,"Birds","2","Taxonomic",NA,"migration strategy",NA,"Gamma (across all sites)","Annual","Neutral (only when there is absolutely no difference in metrics)","TRUE","0.47","","A_Herzberger","2"
2020-04-01 08:54:48,2546,"Birds","3","Taxonomic",NA,"reproduction",NA,"Gamma (across all sites)","Annual","Changed (e.g. species composition)","TRUE","0.001","Annex 1 birds has lower clutch size/longer generational length","A_Herzberger","3"
2020-04-01 08:56:51,2546,"Birds","4","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","between 2001-2012","Positive (beneficial)","TRUE","","","A_Herzberger","4"
2020-04-01 08:57:26,2546,"Birds","5","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","between 1980-2012","Positive (beneficial)","TRUE","","","A_Herzberger","5"
2020-03-19 11:11:18,2577,"Invertebrates","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)","Richness (number of species)",NA,"Alpha (w/in site)","Month","Negative (detrimental)","TRUE","0.03","","M_Lei","1"
2020-03-19 11:12:57,2577,"Invertebrates","2","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Month","Negative (detrimental)","TRUE","0.0003","","M_Lei","2"
2020-03-19 17:34:37,2577,"Invertebrates","1","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Month","Negative (detrimental)","Not evaluated","","","X_Wu","1"
2020-03-19 17:35:29,2577,"Invertebrates","2","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Month","Negative (detrimental)","Not evaluated","","","X_Wu","2"
2020-03-26 15:36:53,2577,"Fish","1","Taxonomic","","Composition (what species?)",NA,"Gamma (across all sites)","Month","Changed (e.g. species composition)","Not evaluated","","","A_Herzberger","1"
2020-03-26 15:37:47,2577,"Fish","2","Taxonomic","","Richness (number of species)",NA,"Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.001","","A_Herzberger","2"
2020-03-26 15:38:24,2577,"Fish","3","Taxonomic",NA,NA,"Quality (pollution, connectence, disturbance, etc.)","Gamma (across all sites)","Month","Negative (detrimental)","TRUE","0.001","","A_Herzberger","3"
2020-03-19 21:15:33,2606,"Plants/trees/shrubs","1","Taxonomic","","Richness (number of species)","","Alpha (w/in site)","Annual","Neutral","FALSE","0.54","Species richness","X_Wu","1"
2020-03-19 21:17:01,2606,"Plants/trees/shrubs","2","Taxonomic","","Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","","Alpha (w/in site)","Annual","Neutral","FALSE","0.32","Vegetation cover","X_Wu","2"
2020-03-19 21:18:35,2606,"Plants/trees/shrubs","3","Taxonomic","","Composition (what species?)","","Alpha (w/in site)","Annual","Changed (e.g. species composition)","TRUE","0.001","Cakiletea maritimae","X_Wu","3"
2020-03-19 21:19:30,2606,"Plants/trees/shrubs","4","Taxonomic","","Composition (what species?)","","Alpha (w/in site)","Annual","Changed (e.g. species composition)","TRUE","0.001","Honckenyo-Elymetea","X_Wu","4"
2020-03-19 21:21:13,2606,"Plants/trees/shrubs","5","Taxonomic","","Composition (what species?)","","Alpha (w/in site)","Annual","Changed (e.g. species composition)","TRUE","","Ammophiletea arenariae","X_Wu","5"
2020-03-19 21:22:26,2606,"Plants/trees/shrubs","6","Taxonomic","","Composition (what species?)","","Alpha (w/in site)","Annual","Changed (e.g. species composition)","TRUE","","Koelerio-Corynopheretea","X_Wu","6"
2020-03-19 21:23:36,2606,"Plants/trees/shrubs","7","Taxonomic","","Composition (what species?)","","Alpha (w/in site)","Annual","Changed (e.g. species composition)","TRUE","0.04","Artemisietea vulgaris","X_Wu","7"
2020-03-19 21:24:56,2606,"Plants/trees/shrubs","8","Taxonomic","","Composition (what species?)","","Alpha (w/in site)","Annual","Changed (e.g. species composition)","FALSE","0.2","Molinio-Arrhenatheretea","X_Wu","8"
2020-03-19 21:25:57,2606,"Plants/trees/shrubs","9","Taxonomic","","Composition (what species?)","","Alpha (w/in site)","Annual","Changed (e.g. species composition)","FALSE","0.2","Others","X_Wu","9"
2020-03-19 09:59:52,2704,"Birds","Total species richness","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","","","E_Dean","Total species richness"
2020-03-19 10:01:04,2704,"Birds"," richness of passage migrants","Taxonomic",NA,"Richness (number of species)",NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","","","E_Dean"," richness of passage migrants"
2020-03-19 10:02:45,2704,"Birds","richness of resident breeders","Taxonomic",NA,"Richness (number of species)",NA,"Gamma (across all sites)","Seasonal","Positive (beneficial)","TRUE","","","E_Dean","richness of resident breeders"
2020-03-19 10:04:12,2704,"Birds","richness of species with increasing global population trends","Taxonomic",NA,"Richness (number of species)",NA,"Gamma (across all sites)","Seasonal","Neutral","TRUE","","","E_Dean","richness of species with increasing global population trends"
2020-03-19 10:04:49,2704,"Birds","richness of species with stable global population trends","Taxonomic",NA,"Richness (number of species)",NA,"Gamma (across all sites)","Seasonal","Neutral","TRUE","","","E_Dean","richness of species with stable global population trends"
2020-03-19 10:05:35,2704,"Birds","richness of species with decreasing global population trends","Taxonomic",NA,"Richness (number of species)",NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","","","E_Dean","richness of species with decreasing global population trends"
2020-03-20 00:22:53,3151,"Fish","2","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Annual","Positive (beneficial)","TRUE","","Number of nests in the river","M_Lei","2"
2020-03-20 00:23:07,3151,"Fish","1","Taxonomic","Occurrence (presence, range, persistence, etc.)",NA,NA,"Alpha (w/in site)","Annual","Positive (beneficial)","TRUE","0.02","The mean value of colonized distance","M_Lei","1"
2020-03-19 21:59:49,3165,"Plants/trees/shrubs","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)","","","Alpha (w/in site)","Month","Negative (detrimental)","TRUE","0.002","","X_Wu","1"
2020-03-19 22:01:27,3165,"Plants/trees/shrubs","2","Taxonomic","Population dynamics (survival, fitness, reproduction, mortality, etc.)","","","Alpha (w/in site)","Month","Positive (beneficial)","TRUE","0.001","","X_Wu","2"
2020-03-15 13:32:05,3456,"Invertebrates, Plants/trees/shrubs","Assemblage of benthic community","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)","Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","Quality (pollution, connectence, disturbance, etc.)","Beta (between pairs of sites)","Month","Changed (e.g. species composition)","TRUE","0.0001","","E_Dean","Assemblage of benthic community"
2020-03-15 13:33:04,3456,"Invertebrates, Plants/trees/shrubs","Assemblage composition","","Occurrence (presence, range, persistence, etc.)","Composition (what species?)","Quality (pollution, connectence, disturbance, etc.)","Beta (between pairs of sites)","Month","Changed (e.g. species composition)","TRUE","0.01","","E_Dean","Assemblage composition"
2020-03-17 13:08:20,3456,"Plants/trees/shrubs","1","Taxonomic","Occurrence (presence, range, persistence, etc.)",NA,NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.01","","Y_Zhang","1"
2020-03-17 13:09:22,3456,"Plants/trees/shrubs","2","Taxonomic","Occurrence (presence, range, persistence, etc.)",NA,NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","FALSE","0.08","","Y_Zhang","2"
2020-03-17 13:09:50,3456,"Plants/trees/shrubs","3","Taxonomic","Occurrence (presence, range, persistence, etc.)",NA,NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","FALSE","0.07","","Y_Zhang","3"
2020-03-17 13:10:26,3456,"Plants/trees/shrubs","4","Taxonomic","Occurrence (presence, range, persistence, etc.)",NA,NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","FALSE","0.49","","Y_Zhang","4"
2020-03-17 14:38:33,3456,"Plants/trees/shrubs","3","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Seasonal","Positive (beneficial)","TRUE","0.01","U. pinnatifida on disturbed reefs increased significantly after the diving season. 0.01","K_Kapsar","3"
2020-03-17 14:38:37,3456,"Plants/trees/shrubs","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta (between pairs of sites)","Seasonal","Neutral","FALSE","0.09","D. dichotoma did not differ between disturved and control reefs. ","K_Kapsar","1"
2020-03-17 14:38:39,3456,"Invertebrates, Plants/trees/shrubs","1","Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.01","p < 0.01

Multivariate dispersion of assemblage composition was generally greater after the diving season. 

Not sure whether this difference is at all sites before and after. Or just at tourism sites. If at all sites, then exclude from further analysis (In this case, the change in community structure would not be a measure of tourist impacts, just of seasonal changes in the community). ","K_Kapsar","1"
2020-03-17 14:38:41,3456,"Invertebrates, Plants/trees/shrubs","1","Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Seasonal","Neutral","FALSE","0.22","Multivariate dispersion of assemblage composition did not differ between disturbed and control reefs. ","K_Kapsar","1"
2020-03-17 14:38:43,3456,"Invertebrates, Plants/trees/shrubs","1","Taxonomic",NA,"Composition (what species?)","","Beta (between pairs of sites)","Seasonal","Neutral","FALSE","0.07","No change in assemblage composition (Jaccard) before and after diving season. 

Not sure whether this difference is at all sites before and after. Or just at tourism sites. If at all sites, then exclude from further analysis (In this case, the change in community structure would not be a measure of tourist impacts, just of seasonal changes in the community). ","K_Kapsar","1"
2020-03-17 14:38:45,3456,"Invertebrates, Plants/trees/shrubs","1","Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.03","Assemblage composition (Jaccard) differed significantly between control and disturbed sites. ","K_Kapsar","1"
2020-03-17 14:38:47,3456,"Invertebrates, Plants/trees/shrubs","1","Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.0001","p < 0.0001

Multivariate dispersion of assemblage structure was greater after the diving season. ","K_Kapsar","1"
2020-03-17 14:38:49,3456,"Invertebrates, Plants/trees/shrubs","1","Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.0001","p < 0.0001

Multivariate dispersion of assemblage structure was greater at disturbed reefs than at controls. ","K_Kapsar","1"
2020-03-17 14:38:51,3456,"Invertebrates, Plants/trees/shrubs","1","Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.03","Change in assemblage structure(Bray-Curtis) between control and disturbed reefs. ","K_Kapsar","1"
2020-03-17 14:38:53,3456,"Invertebrates, Plants/trees/shrubs","1","Taxonomic",NA,"Composition (what species?)",NA,"Alpha (w/in site)","Seasonal","Changed (e.g. species composition)","TRUE","","Change in assemblage structure before and after diving season. 

Not sure which row in Table 1a to use for p-value. Also, not sure whether this difference is at all sites before and after. Or just at tourism sites. If at all sites, then exclude from further analysis (In this case, the change in community structure would not be a measure of tourist impacts, just of seasonal changes in the community). ","K_Kapsar","1"
2020-03-17 17:37:52,3456,"CORAL REEF","4","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","Quality (pollution, connectence, disturbance, etc.)","Alpha (w/in site)","Seasonal","Changed (e.g. species composition)","TRUE","0.01","","Y_Dou","4"
2020-03-17 17:37:59,3456,"CORAL REEF","3","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","Quality (pollution, connectence, disturbance, etc.)","Alpha (w/in site)","Seasonal","Changed (e.g. species composition)","FALSE","0.22","","Y_Dou","3"
2020-03-17 17:38:05,3456,"CORAL REEF","2","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","Quality (pollution, connectence, disturbance, etc.)","Alpha (w/in site)","Seasonal","Changed (e.g. species composition)","TRUE","0","","Y_Dou","2"
