Timestamp,Coder ID,Paper ID Code ,Year Published,First Author's Last Name,Criteria 1: Biodiversity,Criteria 2: Metacoupling,Criteria 3: Biodiversity Quantification,Criteria 4: Study Type,Were you able to explicitly indicate that the paper meets all four of our criteria for the previous questions?,,,Did you check for relevant information in the supplementary material?,Concerns/Comments,Does this paper need further discussion with the whole group? (Expect most answers to be no),"Did the authors explicitly reference distant impacts on biodiversity in the text of the paper? (If yes, you did not have to infer that there was a telecoupling process.)",Please explain your above answer.
3/17/2020 12:14:15,K_Kapsar,3924,2014,Cove,mesopredator occupancy,"pineapple plantations, cattle ranching ",detection and occurrence models,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/17/2020 12:08:37,MG_Chung,2477,2016,McClenachan,marine and terrestrial megafauna,the extinction risk of large-bodied animals traded in international luxury markets,"Extinction risk was described by the binomial probability that a species was threatened, with LC and NT species assigned a score of 0, and VU, EN & CR species assigned a 1.",Data analysis (not qualified for coding),No,,,Yes,,,,
3/17/2020 11:55:47,MG_Chung,2332,2016,Benz,elk (Cervus elaphus),NA; the movement ecology of 54 young male elk,NA; elk captures and satellite telemetry data,Modeling study (not qualified for coding),No,,,Yes,,,,
3/17/2020 11:44:57,MG_Chung,2293,2016,Matias,zoonotic bacterias in wild birds,NA; the frequency of Enterobacteriaceae in cloacal swab samples from 109 birds of the passerine and Psittacidae families,NA; they just measured the frequencies of microorganism among bird species.,Experimental study,No,,,No Supplementary Material Provided,,,,
3/17/2020 11:34:06,K_Kapsar,6655,2011,Salvador,Large-bodied mammal presence,Ecotourists,Species richness ,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/17/2020 11:23:51,Y_Zhang,2577,2016,Titelboim,Foraminifera abundance and richness,"Changes in temperature and salinity impact foraminifera sepcies abundance, richness and composition","Foraminifera sepcies abundance, richness and composition",Experimental study,No,,,Yes,Kinda climate change impact paper - MC impact was too tenuated,,,
3/17/2020 11:10:15,Y_Zhang,1488,2017,Lopez-Ricaurte,Bird species richness and abundance,Oil palm expansion impacts avian biodiversity,"Species richness, abundance, community composition",Observational study,No,,,Yes,,,,
3/17/2020 10:36:30,A_Herzberger,6655,2011,Salvador ,large mammals species composition,Ecotourism," species composition, richness, habitat use",Observational study,Yes,,,No Supplementary Material Provided,,,,
3/16/2020 15:45:07,MG_Chung,2246,2016,Grider,bat species,NA; the impact of White-Nose Syndrome and wind energy facilities on winter activity of coastal plain populations of bat species,species richness ,Observational study,No,,,Yes,This paper did not include human-inference (no metacoupling processes).,,,
3/16/2020 15:25:12,MG_Chung,2112,2017,Norhazrina,tropical moss species; liverwort and hornwort species,the impact of Pleistocene climage changes on tropical bryophytes,total beta diversity,Data analysis (not qualified for coding),No,,,Yes,,,,
3/16/2020 15:11:01,MG_Chung,1503,2017,Hytteborn,tree species,the effects of the spread of Dutch elm disease (DED) on tree dynamics,"number, mortality, and longevity of tree species",Observational study,No,,,Yes,,,,
3/16/2020 14:59:16,MG_Chung,954,2018,Howard,77 species of common European-breeding birds,the impact of climate change on the migration distances of 77 species of common European-breeding birds,flight range (a measure of the distance that a species may have to travel during mirgration),Modeling study (not qualified for coding),No,,,Yes,,,,
3/16/2020 14:46:56,MG_Chung,943,2018,Roshith,phytoplankton community structure,the impacts of global climate change and sea level rise,phytoplankton biomass (the number of cells per litre of sample),Review; Observational study,No,,,Yes,,,,
3/16/2020 14:38:58,MG_Chung,853,2018,Tsuyuzaki,fire-favored plant species,the impacts of global warming on wildfire; this study only focused on anthropogenic climate change ,"plant species richness, diversity (H'), and evenness (J')",Observational study,No,,,No Supplementary Material Provided,,,,
3/16/2020 14:13:57,MG_Chung,847,2017,Nuno,sea turtle,"Consumer preferences toward wild-sourced (illegal) sea turtle products may increase unsustainable sea turtle trade and thus decrease sea turtle bioidversity. Farmed (legal) products can promote sustainable trade by providing legally sourced products, decreasing harvest from the wild, and driving down prices.",NA,Household surveys,No,,,Yes,,,,
3/16/2020 12:19:18,MG_Chung,654,2018,Antonio Donazar,avian acavengers,They studied how roads and the associated traffic intensity due to recreational activities influence natural ecological processes within a scavenger guild.,the number of scavenger species,Experimental study,Yes,,,Yes,,,,
3/16/2020 11:57:29,MG_Chung,512,2018,Canteiro,plant and animal species,the impacts of touristic activities on biodiversity of the protected areas,This study interviews with the experts to identify such impacts.,expert ineterviews,No,,,No Supplementary Material Provided,,,,
3/16/2020 11:29:22,MG_Chung,312,2019,Fonseca,alien reptiles and amphibians,This study analyze the spread/arrival of an invasive species via pet trade but dose not quantitatively assess the impacts of the invasive species on local/native biodiversity.,alien richness,Data analysis (not qualified for coding),No,,,Yes,,,,
3/16/2020 11:04:32,MG_Chung,89,2019,Magnano,the temporal variation in bird communities,They just compare the temporal variation in bird communities and the effects of land-use change on the structure and function of avian assemblages in the Lower Delta of the Parana River (Argentina). They did not clearly mention any metacoupling impacts.,"Bird diversity, richness, and evenness",Observational study,No,,,Yes,,,,
3/15/2020 20:40:16,MG_Chung,45,2019,Green,"Endemic species in Brazil (e.g., Managed Wolf and Giant Anteater)",The impacts of soybean trade (Cerrado-sourced soy) on endemic species,a percentage of global impacts of soy on endemic biodiversity in Cerrado,Observational/Modeling study,Yes,,,Yes,,,,
3/15/2020 14:34:19,E_Dean,1488,2017,Lopez-Ricaurte,See my first survey,See my first survey,See my first survey,See my first survey,Yes,,,Yes,"I meant to click yes for supplementary material, refer to first survey for answers",,,
3/15/2020 14:03:13,E_Dean,1488,2017,López-Ricaurtea,"Avian abundance, diversity, and community structure in the Columbian Llanos",Land development (oil palm plantations),"Species richness, species abundance (mean total abundance),  Community composition (Bray-Curtis dissimilarity index)",Observational study,Yes,,,No Supplementary Material Provided,,,,
3/15/2020 13:02:37,E_Dean,3456,2015,Bravo,Local benthic communities,Tourism (scuba diving),"Identity of taxa, relative abundance, presence/absence",Observational study,Yes,,,No Supplementary Material Provided,They did not quantify ,,,
3/15/2020 11:21:39,E_Dean,3924,2014,Cove,"Mesopredators in Costa Rica (tayra, white-nosed coati, northern racoon, common opossum)",Anthropogenic land use,Presence / absence of mesopredators,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/15/2020 10:49:44,E_Dean,2577,2016,Titelboim,Benthic foraminiferal communities,"This study is using a heat plume as a proxy for climate change. Therefore, according to the authors, the external process acting on the communities would be climate change (although I would say the external process is human use of water resources)",Total numerical abundance of species (number of species per gram dry sediment >63um),Observational study,No,,,No Supplementary Material Provided,The paper is using temperature from heat plumes as a proxy for the effects of climate change and comparing within / outside the plume which is similar to the inside / outside college campus example (intracoupling) so I do no believe this paper should be included.,,,
3/14/2020 14:56:18,E_Dean,6655,2011,Salvador,Species richness ,Tourism,Number of species (species richness) between sample sites,Observational study,Yes,,,No Supplementary Material Provided,This paper compares species richness between pristine forests and forests with tourism paths. It is like inside/outside college example and probably should be excluded.,,,
5/28/2020 0:10:59,Y_Li,818,2018,Hassan,"forest, elephants",refugee migration,forest cover loss,Observational study,Yes,,,No Supplementary Material Provided,,No,Yes,refugee migration led to settlement camps development and forest loss
5/28/2020 0:36:18,Y_Li,959,2018,Jones,na,na,na,Observational study,No,,,Yes,,,,
5/28/2020 0:51:54,Y_Li,1113,2018,Loures,fish,hydro dams,fish richness,Observational study,Yes,,,No Supplementary Material Provided,,No,Yes,
5/28/2020 13:23:49,A_Herzberger,1697,2017,Sofaer,Exotic Plant abundance ,trade ,abundance of exotic plants ,Observational study,No,,,No,,,,
5/28/2020 13:46:11,A_Herzberger,5661,2012,AUGER-ROZENBERG,tree damage ,exotics ,percent trees damaged,Observational study,No,,,No,,,,
5/28/2020 13:51:37,A_Herzberger,344,2019,Baylis,sea animals ,NA,marine predator diversity,Observational study,No,,,No,,,,
5/28/2020 13:59:45,A_Herzberger,925,2016,Lima,Invasive species ,aquaculture ,NA,Review (not qualified for coding),No,,,No,,,,
5/28/2020 14:03:11,A_Herzberger,1473,2017,McManamay,Streams?,Urban cities on distant streams,NA,Observational study,No,,,No,,,,
5/28/2020 14:12:42,A_Herzberger,2001,2016,Porros,medium to large mammals,Agriculture and Tourism,richness & abundance ,Observational study,Yes,,,Yes,,No,No,I inferred that Ag & tourism are telecouplings
5/28/2020 14:42:09,C_Hovis,514,2018,Radny,NA,NA,NA,Experimental study,No,,,No Supplementary Material Provided,"Reject, no distant impact",No,No,No distant impact
5/28/2020 14:46:10,C_Hovis,430,2012,Baasch,NA,NA,NA,Experimental study,No,,,No Supplementary Material Provided,"Reject, experiment comparing restoration practices after mining, no active mining impact ",No,,
5/28/2020 14:51:59,C_Hovis,320,2013,Blanchet,NA,NA,NA,Modeling study (using empirical data and not projected),No,,,No Supplementary Material Provided,"Reject, looks at evolutionary diversity and geography, no distant impact",No,,
5/28/2020 14:53:09,K_Kapsar,4509,2013,Luo,bats,tourists,spp richness,Observational study,Yes,,,No Supplementary Material Provided,,No,No,Authors analyzed the diversity of bats in tourist visited caves. 
5/28/2020 14:57:50,C_Hovis,184,2016,Menon,NA,NA,NA,Observational study,No,,,No Supplementary Material Provided,"Reject, urbanization not apparently due to distant factors",,,
5/28/2020 15:00:50,C_Hovis,177,2019,Janseen,NA,NA,NA,Observational study,No,,,No Supplementary Material Provided,"Reject, No quantification of biodiversity",,Yes,
5/28/2020 15:09:57,K_Kapsar,4843,2013,Payne,Plant species richness,Unclear/NA,Species richness,Observational study,No,,,No,,No,No,
5/28/2020 15:16:30,C_Hovis,152,2019,Gallant,NA,NA,NA,Modeling study (using empirical data and not projected),No,,,No Supplementary Material Provided,"Struggled with this paper a little but decided to reject due to no apparent distant impact, study looks at how permanant settlements of the inuit led to the expansion of red fox range in the first half of the 20th century. To me, there is little evidence for aa distant force acting on/drving the creation of settlements",,,
5/28/2020 15:20:32,K_Kapsar,5686,2012,Cagod,Birds,Unclear ,"species richness, abundance, number of endemic species",Observational study,No,,,No,"The authors measured bird biodiversity in palm oil plantations of different ages, but did not have a natural area for comparison. Furthermore, the introduction specifically discusses the Philippines goal to be self sufficient with palm oil, thus implying that this palm oil is not for export. However, if the CHANS boundary were to be drawn at the sub-national scale, this could be considered a peri-coupling... ",Yes,No,
5/28/2020 15:26:22,C_Hovis,402,2019,Hovis,NA,NA,NA,Modeling study (using empirical data and not projected),No,,,No Supplementary Material Provided,"Not sure if it counts since the quantification of BD is not tied to a species or community, Decided to reject since only looking at tree cover loss, no tie to biodiversity metric",,,
5/28/2020 15:28:33,K_Kapsar,5752,2012,Rosin,Birds,Migration,Unclear,Observational study,No,,,No,"This manuscript presents and analysis of the preferred habitat types for migratory geese. While the geese themselves are migratory, there is no human-instigated flow from outside the system. ",No,No,"Migration of geese, "
5/28/2020 15:33:56,K_Kapsar,5826,2012,Altay,Plant species,"Tourism mentioned, but not analyzed",species richness,Observational study,No,,,No,,No,No,
5/28/2020 15:46:21,K_Kapsar,5893,2012,Muehlenbein,Orangutans,Tourist visitation,NA,Observational study,No,,,No,,No,No,Tourists were implied to come from distant locations to see the orangutans in the wild. 
5/28/2020 16:22:20,A_Herzberger,4755,2013,Koch,lizards,NA,lizards,Review (not qualified for coding),No,,,No,,,,
5/28/2020 16:41:09,K_Kapsar,5926,2012,Harriague,Macro and meiofauna,Tourist vessel traffic,"abundance, diversity, biomass",Observational study,Yes,,,No,,No,No,Tourist traffic is assumed to be from outside the study system. 
5/28/2020 17:05:49,K_Kapsar,6634,2011,Aslan,birds,"NA (tourism mentioned as a threat, but not actually evaluated)",Species richness,Observational study,No,,,No,,No,No,
5/28/2020 17:13:19,K_Kapsar,7021,2010,Scheerer,Oregon chub,potentially policy? ,projected change in habitat ,Simulation or Forecasting study (does not qualify for coding),No,,,No,,No,No,
5/28/2020 22:38:03,Y_Li,1139,2018,Guo,NA,NA,NA,Experimental study,No,,,No Supplementary Material Provided,NOT relevant at all,,,
5/28/2020 22:49:06,Y_Li,1295,2017,Ricotta,plants,na,na,Modeling study (using empirical data and not projected),No,,,No Supplementary Material Provided,not relevant,,,
5/28/2020 22:54:59,Y_Li,1716,2017,Pagano,na,na,na,Observational study,No,,,No Supplementary Material Provided,this is not relevant to any human-induced consequences but a totally natural  phenomenon; thus reject.,,,
5/28/2020 23:07:46,Y_Li,1948,2017,Sandström,not specified,trade,species richness,Simulation or Forecasting study (does not qualify for coding),No,,,Yes,"modeled impacts of trade on biodiversity, but not a observed or experiment-based study. Rejected. ",,,
5/28/2020 23:32:32,Y_Li,2608,2016,Mathews ,harbor seals,tourist vessels,abundance,Observational study,Yes,,,No Supplementary Material Provided,"since it says Tour boats were the most common type of vessel, I can include this for coding",No,No,"only metioned tourist vessels, but it is not clear where the turists came from, nearby or distant systems?"
5/29/2020 0:09:35,Y_Li,2648,2016,Mucioki,na,human migration,seeds varieties,Experimental study,No,,,No Supplementary Material Provided,not relevant to biodiversity,,,
5/29/2020 0:18:28,Y_Li,2976,2015,Koch,populations,human-mediated dispersal,populations,Experimental study,Yes,,,No Supplementary Material Provided,,No,Yes,human-mediated dispersal of cats
5/29/2020 9:29:46,Y_Li,3161,2015,Cheng,fish diversity,dam Construction,abundance,Modeling study (using empirical data and not projected),Yes,,,Yes,,No,Yes,
5/29/2020 10:01:32,Y_Li,3318,2015,Figueroa-Zavala,reef habitat; fish density,na,reef habitat; fish density,Modeling study (using empirical data and not projected),No,,,No Supplementary Material Provided,"mentioned tourism, but did not explicitly look at this. Instead, the paper looked at intracoupling. Reject.",,No,
5/29/2020 11:18:05,Y_Li,3760,2014,BOGGERO,na,na,na,Observational study,No,,,No Supplementary Material Provided,"although this paper involved invisive species, habitat, it seems this article has no relation to our interest - how MC (invisive speicies, here) impacts biodiversity. Reject. ",,,
5/29/2020 11:21:58,Y_Li,3795,2014,Pereira,reef fish,na,fish abundance and richness,Observational study,No,,,No,not relevant to MC,,,
5/29/2020 11:26:12,A_Herzberger,286,2019,Gothe,NA,NA,NA,Observational study,No,,,No,,,,
5/29/2020 11:28:59,A_Herzberger,2384,2016,Kleynhans,Yes,NA - CO2 rise ,Yes ,Observational study,No,,,No,,,,
5/29/2020 11:31:53,A_Herzberger,2890,2016,Becker,Yes,NA,Yes,Observational study,No,,,No,,,,
5/29/2020 12:09:02,A_Herzberger,6682,2011,Lindsell,mammals ,NA: civil war,yes ,Observational study,No,,,No,,,,
5/29/2020 12:33:09,A_Herzberger,3243,2015,Harris,wild birds,wild bird trade,wild bird population,Observational study,Yes,,,Yes,,No,Yes,"The birds go to ""Far away places"" like China "
5/29/2020 12:53:53,A_Herzberger,2213,2016,Hambock,spider diet,NA: stream open to ocean,spider diet ,Observational study,No,,,No,,,,
5/29/2020 13:02:27,A_Herzberger,7069,2010,ASWANI,coral reefs,NA: local fishing ,habitat quality ,Observational study,No,,,No,,,,
5/29/2020 13:46:12,A_Herzberger,1376,2013,Moritz,coral reef ,tourism,abundance ,Observational study,Yes,,,Yes,,No,Yes,yes island tourist resort v. local community v. control 
5/29/2020 14:59:19,Y_Li,3845,2014,Ghorbani,wild orchids,trade,Species diversity ,Observational study,Yes,,,No Supplementary Material Provided,illegal harvest of wild orchids for export appears to have grown. ,,Yes,
5/29/2020 16:14:00,A_Herzberger,7091,2010,Keleman,NA: crop diversity ,trade agreement ,NA,Observational study,No,,,No,,,,
5/29/2020 16:15:56,A_Herzberger,1229,2018,Markwell,NA,tourism,NA,Observational study,No,,,No,,,No,
5/29/2020 18:19:21,Y_Li,3896,2013,Sato,reptiles,unclear,habitat structure ,Observational study,No,,,No Supplementary Material Provided,"although this paper mentioned ""ski resorts"", no clear sign about MC",,,
5/29/2020 18:29:58,Y_Li,4119,2014,Escarpinati,macroinvertebrates,visitors,"richness, total abundance",Experimental study,Yes,,,No Supplementary Material Provided,,No,No,not sure where the visitors come from
5/29/2020 22:41:43,Y_Li,5004,2019,Tamario,juvenile European eel,na,occurrence,Observational study,No,,,No Supplementary Material Provided,"Chans, not MC. reject.",,,
5/29/2020 23:02:54,Y_Li,5018,2019,Qin,fish,fish migration,abundance,Observational study,No,,,No Supplementary Material Provided,did not quantify the impacts. Reject.,,,
5/29/2020 23:07:43,Y_Li,5955,2011,Zhang, montane meadow,tourism,"Species richness, heterogeneity, evenness",Experimental study,Yes,,,No Supplementary Material Provided,,No,Yes,
5/29/2020 23:22:35,Y_Li,6283,2011,Marini,forest,trade, species richness,Observational study,Yes,,,No Supplementary Material Provided,,No,Yes,trade
5/29/2020 23:33:49,Y_Li,7039,2010,FORD,bird,na,abundance,Observational study,No,,,No Supplementary Material Provided,not relevant to MC. Reject.,,,
6/3/2020 14:42:52,A_Herzberger,1229,2018,Markwell,NA,tourism,NA,Observational study,No,,,No,,,No,
6/3/2020 15:02:51,A_Herzberger,4060,2014,Kleijn,Waterbird population,designated protected by the Rasmar Convention,abundance,Observational study,Yes,,,Yes,,No,Yes,The paper compares birds on wetlands that have been designated protected v. unprotected  by the international Rasmar Convention 
6/9/2020 14:32:13,A_Herzberger,5577,2012,Fischer,Birds,invasive Russian olive on bird habitat, richness ,Observational study,Yes,,,Yes,,No,Yes,"Yes, both the bird habitat is used by migrating birds and the habitat was invaded by Russian Olive which was introduced from Europe for conservation "
6/15/2020 13:29:16,A_Herzberger,5358,2018,Rocha,amphibians,climate change,#,Observational study,No,,,Yes,,,No,
6/18/2020 12:00:58,A_Herzberger,5586,2012,Rocha,paper is in Portuguese ,tourism,NA,Observational study,No,,,No,paper is in Portuguese ,,No,
6/29/2020 9:34:41,A_Herzberger,4518,2013,Hyun,migratory birds ,tidal reclamation project & rice paddy production,"bird abundance, diversity  ",Observational study,Yes,,,No,,No,Yes,they try to attract migratory birds 
8/11/2020 11:29:18,C_Hovis,3210,2015,Marull,Butterfly population,NA,Butterfly population metrics,Observational study,No,,,No Supplementary Material Provided,"Studies impact of forest recovery due to rual out-migration decrases habitat quality for butterflies. I don't think it can be argued that the migration was driven by tlecoupled forces (at the scale  this paper is referring to). If there were policies/subsidies identfied in the paper, then maybe it could be included. The TC component is just too ambiguous. Reject.",No,No,"Studies impact of forest recovery due to rual out-migration decrases habitat quality for butterflies. I don't think it can be argued that the migration was driven by tlecoupled forces (at the scale  this paper is referring to). If there were policies/subsidies identfied in the paper, then maybe it could be included. The TC component is just too ambiguous. Reject."
8/11/2020 11:32:57,C_Hovis,4772,2013,Shrestha,Catepillar fungus,trade,NA,Observational study,No,,,No Supplementary Material Provided,"Studies amount of harvest and trade, not impact on natural populations. Also a fungus (not a plant/animal) Reject. ",No,Yes,
8/11/2020 11:38:21,C_Hovis,5680,2012,Aggemyr,Plant community,NA,Plant comm metrics,Observational study,No,,,Yes,Looks at historical LULC impact on plant comm. No clear TC driver so reject.,No,No,Looks at historical LULC impact on plant comm. No clear TC driver so reject.
8/11/2020 11:40:57,C_Hovis,337,2019,Klarenberg,NA,NA,NA,Dataset paper,No,,,No,"Paper describes a dataset, not an emprical study. Reject.",No,No,
8/11/2020 11:54:23,C_Hovis,3393,2015,Manley,NA,NA,NA,Review (not qualified for coding),No,,,No,Review paper about infectious disease risk to pollinators. Reject.,No,No,
8/11/2020 15:25:54,C_Hovis,242,2019,Vogdrup-Schmid,NA,NA,NA,Observational study,No,,,No,"Evaluates willingness to pay for conservation, no quantification of natural bio pop. Reject.",No,No,
8/11/2020 15:39:10,C_Hovis,566,2018,Oldekop,NA,Migration (human),No,Modeling study (using empirical data and not projected),No,,,No,"Only looks at forest cover (Hansen), no link to taxa or func diversity. Reject.",No,No,
8/11/2020 15:46:16,C_Hovis,2800,2016,Okuno,NA,NA,NA,Review (not qualified for coding),No,,,No,Reject. Review paper on de-extinction law.,No,No,
8/11/2020 15:52:46,C_Hovis,1613,2017,Bek,NA,Trade,NA,Observational study,No,,,No,Reject. Study not an empirical eval of biodiversity. Focus on socio economic impacts of sustainable flower harvest.,No,No,
8/11/2020 15:59:20,C_Hovis,3744,2014,Schulze,NA,Trade,NA,Observational study,No,,,No,About GMO genes hybridizing in Switzerland for the first time. Not looking at natural biodiversity pops. Reject. ,No,No,
8/25/2020 14:57:51,C_Hovis,4427,2013,Ellis,Birds,fisheries and oil/gas,mortality estimates,Observational study,No,,,No Supplementary Material Provided,Actually decided to reject because there is no quantification of state of biodiversity/populations  due to fishing/oil rigs. Only looked at mortality.,No,Yes,
8/25/2020 15:04:47,C_Hovis,2046,2017,Dimobe,NA,Tourism,NA,Observational study,No,,,No Supplementary Material Provided,Reject. Only looks at LULCC with no explicit connection to impact on biodiversity. States there is habitat degeneration but only reports increase frag or decrease heterogen. ,No,Yes,
8/25/2020 15:41:25,C_Hovis,2401,2016,Silc,plant communities,Tourism,plant community metrics,Observational study,Yes,,,No Supplementary Material Provided,,No,Yes,Tourism directly mentioned
8/25/2020 15:52:27,C_Hovis,1320,2017,Wraith,Orchid,Tourism,NA,Review (not qualified for coding),No,,,No Supplementary Material Provided,"Reject. Does not quantify impact on BD pop, just if a spp is ""threatened"" (yes or no) by tourism based on IUCN categories.",No,Yes,
8/25/2020 16:11:53,C_Hovis,3361,2015,Faille,Insects,tourism,yes,Observational study,Yes,,,Yes,,No,Yes,
8/27/2020 17:06:28,C_HOvis,3081,2015,Mikolas,Bird,Policy/trade,number of males,Observational study,Yes,,,Yes,,No,No,"Had to do a little background research. Logging practices changed to clear cutting after the communist party fell in Romania (policy/knowledge). I assumed that the timber ended up, at least partly, outside of the system. "
8/27/2020 17:51:18,C_Hovis,1007,2018,Xavier da Silva,Mammals,Tourism,Occupancy,Observational study,Yes,,,Yes,,No,Yes,Explicit about tourism
8/27/2020 17:58:56,C_Hovis,4352,2014,Duffy,Elephants,Tourism,None,Review (not qualified for coding),No,,,No Supplementary Material Provided,Not an empirical/quantitative study. Reject.,No,No,
8/27/2020 18:02:03,C_Hovis,4136,2014,Li,bird,trade,NONE,Observational study,No,,,No,Reject. Only quantifies number of birds traded. No look at numbers of wild populations. ,No,Yes,
8/27/2020 18:04:58,C_Hovis,2214,2016,Villatoro,None,Trade,None,Observational study,No,,,No,Really good telecoupling study but does not look at natural biodiversity pops,No,Yes,
8/28/2020 16:36:08,C_Hovis,154,2017,Mori,bird,spp dispersal,None,Review (not qualified for coding),No,,,No,Reject. Just a report on existing spread of invasive parrot. No analysis on impacts of native biodiversity.,No,Yes,
8/28/2020 16:38:31,C_Hovis,1482,2017,Bauni,NA,NA,NA,?,No,,,No,Not in English. REJECT.,No,No,
8/28/2020 16:41:16,C_Hovis,934,2018,Gibbs,Snek,NA,genetic diversity,Observational study,No,,,No,No tc impact. REJECT,No,No,
8/28/2020 16:45:41,C_Hovis,1836,2017,Vall-llosera,NA,NA,NA,Observational study,No,,,No,"Reject. Only looking at trade volume, not impact on BD.",No,Yes,trade
8/28/2020 16:49:04,C_Hovis,986,2018,Dale,Bird,None,Bird pop,Observational study,No,,,No,Reject. No apparent TC impact on BD,No,No,
8/28/2020 16:56:45,C_Hovis,2504,2016,Dronova,NA,NA,NA,Observational study,No,,,No,Reject. No TC impact on BD. Just natural landscape characteristics. ,No,No,
8/28/2020 17:01:11,C_Hovis,2402,2015,Tata,NA,NA,NA,Experimental study,No,,,No,"Reject. Does not analyze biodiversity, looks at potential for domesticating a latex plant",No,No,
8/28/2020 17:04:58,C_Hovis,7010,2010,Morrien,NA,NA,NA,Review (not qualified for coding),No,,,No,Reject. Review.,No,No,
8/28/2020 17:07:55,C_Hovis,6348,2011,Sundermann,NA,NA,NA,Observational study,No,,,No,Reject. No apparent TC impact on biodiversity,No,No,
8/31/2020 13:58:27,C_Hovis,2048,2017,Parchizadeh,Mammals,Tourists,NA,Observational study,No,,,No Supplementary Material Provided,Reject. The study is not able to differentiate between tourist presence and ecological factors determining the occurrence pattern of the spp,No,Yes,Tourism
8/31/2020 14:35:40,C_Hovis,264,2019,Pinna,Plant,tourism,indicies,Observational study,Yes,,,Yes,,No,Yes,"tourism included in ""human impact"""
8/31/2020 14:52:48,C_Hovis,4180,2014,Kowalewski,Clams,Tourism,NA,Observational study,No,,,Yes,"rejecting it b/c the removal of shells of a particular spp does not impact the population of that spp directly. Rather, it has consequences for other abiotic/biotic interactions that were not measured in this study.",No,Yes,Tourism
9/1/2020 15:18:11,C_Hovis,483,2019,Parker,bird,Tourism via elephants,bird,Observational study,Yes,,,Yes,,No,No,"Does not state that elephants are non-native, rather the TC component is Tourism since the increasing density of elephants is due to the fences used for the game reserves. 

The study also looked at # years elephants were present, which had a positive effect. I think this can be used as evidence that elephants are good for bird bd in the absence of fencing which restricts their movement. I am not considering years elephants are present since I have no evidence that elephants are non native (googled)."
9/1/2020 15:41:30,C_Hovis,826,2018,Assede,Orchid,Protected areas (knowledge),Orchid stuff,Observational study,Yes,,,No Supplementary Material Provided,,No,No,Inferring that the protected area/policy is a form of Knowledge transfer
9/1/2020 15:56:30,C_Hovis,1845,2017,Jawaheri,Dragonfly,NA,stuff,Observational study,No,,,No Supplementary Material Provided,"liming aims to restore fish populations, studies impacts on dragonflies. I don't think the tc component is apparent enough to be considered in our study. Reject.",No,No,"liming aims to restore fish populations, studies impacts on dragonflies. I don't think the tc component is apparent enough to be considered in our study. Reject."
9/1/2020 16:00:32,C_Hovis,2210,2016,Auliya,NA,NA,NA,Review (not qualified for coding),No,,,No,Reject. Review paper about reptile trade. ,No,Yes,
9/1/2020 16:16:45,C_Hovis,2373,2016,Liogchii,NA,NA,NA,Observational study,No,,,No,"Reject. Inventory of spp, no TC. Also a really poor quality paper. ",No,No,
9/1/2020 16:25:19,C_Hovis,854,2018,Yi,NA,NAFTA,NA,Modeling study (using empirical data and not projected),No,,,No,Reject - the metric for 'biodiversity' is a function of land class and the sensitivity of the habitat. Not related to a specific spp or group of spp.,No,Yes,NAFTA
9/1/2020 16:29:31,C_Hovis,6315,2011,Burn,NA,trade,NA,Modeling study (using empirical data and not projected),No,,,No,"Reject. Does not measure or model wild populations, just index of poaching pressure",No,Yes,
9/1/2020 17:23:15,C_Hovis,3790002,2019,Liu,NA,NA,NA,Observational study,Yes,,,No,,No,Yes,Tourism/Investment
9/1/2020 17:35:26,C_Hovis,2036,2017,Hakim,NA,NA,NA,Observational study,No,,,No,Reject. No explict analysis of BD. ,No,No,
9/1/2020 17:40:24,C_Hovis,4207,2014,Goswami,NA,NA,NA,Observational study,No,,,No,Reject. TC impact not apparent. War/conflict study.,No,No,
