"paper_id","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","coder_id.x","UID","hab","tc","biodiv_countries","list_countries","data_source_meta","data_source_biodiv","tele_cat","data_type_meta","data_type_biodiv","habitat","list_continents","coder_id.y","num_countries","scale_entire","meta_var_type","peri_tele_flows","peri_tele_sep","peri_tele_sep_unk","scale_biodiv","num_biodiv_metrics","list_biodiv_metrics","bd_continents","taxa","sig_effect","maj_eff"
134,5,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","TRUE","","Rubra day count and invasive fish, p-val <0.05 but exact not given","C_Hovis","134_5","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Changed","Not significant or unclear"
134,6,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","Rubra night count and invasive tree, p-val >0.05 but exact not given","C_Hovis","134_6","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Not significant or unclear","Not significant or unclear"
134,7,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","Rubra night count and invasive fish, p-val >0.05 but exact not given","C_Hovis","134_7","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Not significant or unclear","Not significant or unclear"
134,8,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","Rubra migration count and invasive tree, p-val >0.05 but exact not given","C_Hovis","134_8","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Not significant or unclear","Not significant or unclear"
134,9,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","Rubra migration count and invasive fish, p-val >0.05 but exact not given","C_Hovis","134_9","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Not significant or unclear","Not significant or unclear"
134,10,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","lohena day count and invasive tree,, p-val >0.05 but exact not given","C_Hovis","134_10","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Not significant or unclear","Not significant or unclear"
134,11,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","TRUE","","lohena day count and invasive fish,, p-val <0.05 but exact not given","C_Hovis","134_11","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Changed","Not significant or unclear"
134,12,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","lohena night count and invasive tree, p-val >0.05 but exact not given","C_Hovis","134_12","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Not significant or unclear","Not significant or unclear"
134,13,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","TRUE","","lohena night count and invasive fish, p-val <0.05 but exact not given","C_Hovis","134_13","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Changed","Not significant or unclear"
134,14,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","lohena migration and invasive tree, p-val >0.05 but exact not given","C_Hovis","134_14","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Not significant or unclear","Not significant or unclear"
134,15,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","TRUE","","Rubra length and invasive tree","C_Hovis","134_15","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Changed","Not significant or unclear"
134,16,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","TRUE","","Rubra length and invasive fish","C_Hovis","134_16","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Changed","Not significant or unclear"
134,17,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","FALSE","","Rubra small body condition and invasive tree","C_Hovis","134_17","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Not significant or unclear","Not significant or unclear"
134,18,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","FALSE","","Rubra small body condition and invasive fish","C_Hovis","134_18","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Not significant or unclear","Not significant or unclear"
134,19,"Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","FALSE","","Rubra large body condition and invasive tree, may be moderately sig","C_Hovis","134_19","Freshwater","Species Dispersal","USA","USA;ROW","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","North America","C_Hovis",NA,"Global (>100 countries)","Categorical","Invasive spp","No","","Sub-national (within-country region)","20","algae quality (both inv spp); litter quality (tree inv); day abun (both inv, two spp); night abun (both inv,two spp); migration (two inv, two spp), body size, body condition (small & large)","North America","Invertebrates","Not significant or unclear","Not significant or unclear"
