"timestamp","coder_id","paper_id","year_pub","author","C1_biodiv","C2_meta","C3_quant","C4_study","meet_all_4","sup_check","comments","further_discuss","explicit_distant_impacts","explain_distant_impacts","status","abstract","title"
"2020-03-31 15:22:39","A_Torres",2586,2016,"TERUI AKIRA","habitat capacity, heterogeneity and immigration of diadromous fishes",NA,"species richness","Observational study","No","No Supplementary Material Provided","","No","No","Though they mention the importance of the variable distance to the sea there is not human-nature interaction, i.e., no telecoupling. There are no dams or human-made barriers in the river.","reject",NA,NA
"2020-05-28 23:32:32","Y_Li",2608,2016,"MATHEWS ELIZABETH A","harbor seals","tourist vessels","abundance","Observational study","No","No Supplementary Material Provided","since it says Tour boats were the most common type of vessel, I can include this for coding","No","No","only metioned tourist vessels, but it is not clear where the turists came from, nearby or distant systems?","reject",NA,NA
"2020-04-15 00:28:43","E_Xing",2609,2016,"GEROVASILEIOU VASILIS","no","invasive species","no","Observational study","No","No Supplementary Material Provided","analyze the spread of an invasive species but not the impacts on native species","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-04-27 16:32:05","A_Herzberger",2613,2016,"VARGAS LAIN E PARDO","mammals","no","mammals","Observational study","No","No","","","","","reject",NA,NA
"2020-04-02 09:42:26","A_Herzberger",2627,2016,"REUTER KIM E","# of lemurs as pets","capturing lemurs from the wide as pets","# of lemurs","Observational study","No","No Supplementary Material Provided","the did social surveys to estimate the lemurs snatched from the wild and kept as pets - not sure that counts as biodiversity metric","","No","","reject",NA,NA
"2020-04-05 16:10:16","E_Dean",2631,2016,"THOMAS JACOB","Plant communities","Species invasion","No quantification of biodiversity","Observational study","No","No Supplementary Material Provided","","","","","reject",NA,NA
"2020-05-29 00:09:35","Y_Li",2648,2016,"MUCIOKI MEGAN","na","human migration","seeds varieties","Experimental study","No","No Supplementary Material Provided","not relevant to biodiversity","","","","reject",NA,NA
"2020-03-31 15:27:14","A_Torres",2660,2016,"FARRAG MAHMOUD M S",NA,"puffer fish species expansion",NA,"Observational study","No","No","","No","Yes","species migration","reject",NA,NA
"2020-03-31 15:38:37","A_Torres",2669,2016,"TOLKKINEN M J","bryophyte and invertebrate communities","Land drainage","bryophyte and invertebrate communities","Observational study","No","No","Not a telecoupling paper. Land drainage does not seem to be linked with any distant factor","No","No","No mention of distant factors","reject",NA,NA
"2020-04-16 18:28:18","A_Torres",2671,2016,"GILROY JAMES J","migratory birds",NA,"Population trends","Modeling study (using empirical data and not projected)","No","No","","","","","reject",NA,NA
"2020-04-16 18:38:23","A_Torres",2678,2016,"VALENCIA VIVIAN","Tree species of conservation concern",NA,"proportion of trees of conservation concern","Observational study","No","No","Although the paper is done in the context of coffee plantations (which I assume are grown mostly for global trade) it tests the effects of different management strategies on tree species, instead of the impacts of coffee plantations on those species","","","","reject",NA,NA
"2020-04-29 23:06:58","Y_Zhang",2683,2016,"BUCKLEY RALF C","Multiple species","Ecotourism impact on multiple species population","Species population","Simulation or Forecasting study (does not qualify for coding)","No","No Supplementary Material Provided","Population viability analysis, Vortex modeling/simulation for prediction","No","No","","reject",NA,NA
"2020-03-26 15:44:43","A_Herzberger",2710,2016,"LOPEZ-CALDERON JORGE M","historic Seagrass trends","unsure, other than this is just an important habitat for lots of species","seagrass density, seed bank and extent","Observational study","No","No Supplementary Material Provided","","No","No","","reject",NA,NA
"2020-04-16 16:31:27","K_Kapsar",2723,2016,"ESTES JAMES A","Sea otter and stellar sea cow","Fur trade of otter pelts","Sea cow population dynamics","Modeling study (using empirical data and not projected)","No","No","Did not fill out the other forms. While the sea otter and kelp data are empirical, the sea cow data are modeled based on dugong research. Furthermore, this is a historical telecoupling (1700s ish). Unclear whether this would count, but it's an interesting research idea! ","Yes","Yes","Harvest of sea otters for distant fur trade ","reject",NA,NA
"2020-04-15 00:36:09","E_Xing",2727,2016,"ZHANG LYUBING","no","invasive species","no","Observational study","No","No","analyze the spread of invasive species but NOT the impacts on local/native biodiversity","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-04-28 10:48:53","K_Kapsar",2741,2016,"SCHAFFARTZIK ANKE",NA,"Palm oil",NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","","No","Yes","","reject",NA,NA
"2020-04-17 09:22:04","A_Herzberger",2745,2016,"BARRICO LURDES",NA,"migration",NA,"Review (not qualified for coding)","No","No","","No","Yes","","reject",NA,NA
"2020-03-17 13:34:11","MG_Chung",2760,2016,"FIRTH LOUISE B","ocean biodiversity","NA; the impacts of ocean sprawl (e.g., the proliferation of artificial structures) on biodiversity",NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject",NA,NA
"2020-04-05 16:49:54","X_Wu",2765,2016,"ANTIT M","Molluscan assemblages",NA,"Species richness","Observational study","No","No","This paper analyzed the effect of environmental factors on biodiversity, and they hypothesized that the environmental factors were affected by tourism. But they didn't measure tourism.","","","","reject",NA,NA
"2020-05-24 16:42:57","A_Torres",2766,2016,"FONTOURA L M","Unclear","Unclear",NA,"Questionnaires","No","No","Paper in Portuguese","","","","reject",NA,NA
"2020-04-30 20:56:55","M_Lei",2776,2016,"PAKULNICKA J","Aquatic beetles (Coleoptera) in springs","a small lowland river","Aquatic beetles richness","Observational study","No","No","migration of a species on biodiversity but without human-interference","No","No","","reject",NA,NA
"2020-04-30 21:06:21","M_Lei",2791,2016,"ZELASKO KOREEN A","Abundance and Population Dynamics of Invasive Northern Pike","Invasive Northern Pike","Abundance and Population","Observational study","No","No","","No","No","","reject",NA,NA
"2020-08-11 15:46:16","C_Hovis",2800,2016,"OKUNO ERIN",NA,NA,NA,"Review (not qualified for coding)","No","No","Reject. Review paper on de-extinction law.","No","No","","reject",NA,NA
"2020-03-17 13:41:27","MG_Chung",2827,2016,"PILAR OLIVAR M","vertically migrating fish species in the neuston of oceanic waters","NA; the impacts of environmental variables (e.g., oxygen concentration) on fishes' distribution patterns","fish assemblage; fish species' distributions","Observational study","No","No Supplementary Material Provided","only focus on natural aspects; This study did not include any human-interference factors.","","","","reject",NA,NA
"2020-04-23 17:28:08","C_Hovis",2850,2016,"CORBERA JORDI","Cumaceans","None","Cumacean assemblages","Observational study","No","No","","","","","reject",NA,NA
"2020-05-13 12:40:35","M_Lei",2871,2016,"AL-HANDAL ADIL",NA,"birds migrating",NA,"Experimental study","No","No Supplementary Material Provided","","No","Yes","","reject",NA,NA
"2020-05-29 11:31:53","A_Herzberger",2890,2016,"BECKER BARBARA","Yes",NA,"Yes","Observational study","No","No","","","","","reject",NA,NA
"2020-04-03 13:52:18","X_Wu",2923,2016,"MORAN DANIEL","Biodiversity footprint","Trade",NA,"Modeling study (using empirical data and not projected)","No","No Supplementary Material Provided","It didn't measure biodiversity.","","","","reject",NA,NA
"2020-04-28 18:36:52","C_Hovis",2944,2016,"XAVIER OLIVEIRA GIANCARLO CONDE",NA,NA,NA,"Observational study","No","No","Rejected b/c assesses the diversity of crops, not ""natural"" biodivesity (may need to specify this somewhere in the criteria)","No","","","reject",NA,NA
"2020-04-15 00:51:42","E_Xing",2947,2016,"SAMBE BIRANE","primary production of fish","no","primary production","Observational study","No","No Supplementary Material Provided","no telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-05-29 00:18:28","Y_Li",2976,2015,"KOCH K","populations","human-mediated dispersal","populations","Experimental study","No","No Supplementary Material Provided","","No","Yes","human-mediated dispersal of cats","reject",NA,NA
"2020-03-18 17:17:37","Y_Dou",3006,2015,"OLIVEIRA M T","artificial and natural reef on attracting divers","tourism","no","Observational study","No","No","excluded","","","","reject",NA,NA
"2020-05-24 16:46:16","A_Torres",3009,2015,"D'CRUZE NEIL","clouded leopard","global trade",NA,"Combination of literature review, expert opnion and trade records","No","No","","","","","reject",NA,NA
"2020-05-19 11:54:11","X_Wu",3018,2015,"READE CAROL",NA,"Commercial bumble bee trade",NA,"Review (not qualified for coding)","No","No","May be a good review.","","","","reject",NA,NA
"2020-05-19 11:57:30","X_Wu",3019,2015,"PLUMMER KATE E",NA,NA,NA,"Observational study","No","No","This paper is about bird migration, not biodiversity","","","","reject",NA,NA
"2020-04-29 13:54:24","A_Torres",3039,2015,"DE JUAN SILVIA","fisheries","Tourism","Species biomass and species richness","Observational study","No","No Supplementary Material Provided","No proper analysis of the impacts of tourism on fisheries","No","No","No quantification of tourism nor source/scale of tourists mentioned","reject",NA,NA
"2020-04-16 16:52:01","C_Hovis",3040,2015,"SERAFY JOSEPH E","Reef fish",NA,"Abundance","Observational study","No","No","rejected, Only used population to proxy anthro impact, no distant impact apparent","","","","reject",NA,NA
"2020-04-15 01:03:06","E_Xing",3059,2015,"MILLER DANIEL C","species abundance","no","species abundance","Observational study","No","No Supplementary Material Provided","no telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-03-17 14:19:15","MG_Chung",3067,2015,"SEEBENS HANNO","alien vascular plant species","Modeling the role of trade, climate, and donor region biodiversity in alien plant invasion.","predicted numbers of naturalized plants","Modeling study (not qualified for coding)","No","Yes","","","","","reject",NA,NA
"2020-03-17 15:52:58","MG_Chung",3070,2015,"CUSSER SARAH","wild pollinators (insect)","the impact of current and historic land use at multiple spatial scales on pollinator community composition within agroecological landscapes","insect abundance; richness","Observational study","No","Yes","There is no human-interference. This study focused on the impact of current and historic land use on the wild pollinators of the peach agroecosystem to determine the factors and spatial scales that drive community composition and to identify the potential existence of extinction debt following recent exurban development. Although they mentioned exurban development, they did not quantify the impacts of exurban development on pollinator abundance and richness. They investigated whether extinction debt exists across pollinator communities, with historic land use serving as a better predictor of pollinator abundance and richness than current land use.","","","","reject",NA,NA
"2020-04-16 17:01:34","K_Kapsar",3093,2015,"LUCIFORA LUIS O","Basking sharks",NA,"Presence","Modeling study (using empirical data and not projected)","No","No","","No","No","No distant impact","reject",NA,NA
"2020-04-17 14:13:49","K_Kapsar",3100,2015,"MCNAMARA J","Bushmeat trade",NA,NA,"Observational study","No","No","Quantification of the amount of bushmeat trade as a function of different landscape metrics. ","No","No","","reject",NA,NA
"2020-04-15 11:26:28","E_Xing",3101,2015,"BAHLAI CHRISTINE A","no","invasive species","no","Observational study","No","No","analyze the spread/arrival of an invasive species but DO NOT quantitatively assess the impacts of the invasive species on local/native biodiversity","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-05-25 15:55:54","Y_Zhang",3108,2015,"BOEHM MONIKA","No","Technology transfer from technology-rich countries to biodiversity-rich countries","No","Review (not qualified for coding)","No","No Supplementary Material Provided","A good paper for background information","No","No","","reject",NA,NA
"2020-05-25 16:14:30","Y_Zhang",3124,2015,"CHERKAOUI SIDI IMAD","waterbirds","Designated Important Bird Areas and Ramsar wetlands impact on waterbird species richness","Species richness","Observational study","No","No Supplementary Material Provided","This (type of) article is somewhat tricky whether to fall within our four criteria. In this paper, they said the designated Important Bird Areas but they didn't discuss the 'desination' helped improve waterbird species richness except for discussing the environmental factors (altitude, vegetation cover etc.) that are susceptible to bird suitable habitat. I excluded it here strictly per se.","Yes","No","","reject",NA,NA
"2020-04-14 13:34:35","E_Dean",3132,2015,"PEGAS FERNANDA DE VASCONCELLOS","""Local culturally important species""","Tourism","No quantification of biodiversity","Review (not qualified for coding)","No","Yes","","","","","reject",NA,NA
"2020-04-06 12:40:47","X_Wu",3156,2015,"NAWROT RAFAL",NA,"Species invasion",NA,"Observational study","No","No","This paper is about the factors affecting invsion success, not biodiversity.","","","","reject",NA,NA
